swimming	[‘swɪmɪŋ]	плавание
biathlon	[baɪ’æθlən]	биатлон
wrestling	[‘reslɪŋ]	борьба
gymnastics	[ʤɪm’næstɪks]	гимнастика
fencing	[‘fen(t)sɪŋ]	фехтование
race	[reɪs]	гонка
polo	[‘pəuləu]	поло
bowling	[‘bəulɪŋ]	боулинг
profession	[prəˈfɛʃ(ə)n]	профессия
teacher	[ˈtiːtʃə]	учитель
interpreter	[ɪnˈtɜːprɪtə]	переводчик
waiter	[ˈweɪtə]	официант
taxi driver	[ˈtæksɪˌdraɪvə]	таксист
driver	[ˈdraɪvə]	водитель
engineer	[ˌɛndʒɪˈnɪə]	инженер
lawyer	[ˈlɔːjə]	юрист, адвокат
accountant	[əˈkaʊntənt]	бухгалтер
manager	[ˈmænɪdʒə]	управляющий, менеджер
consultant	[kənˈsʌlt(ə)nt]	консультант, советник
administrator	[ədˈmɪnɪstreɪtə]	администратор, руководитель
economist	[ɪˈkɒnəmɪst]	экономист
financier	[f(a)ɪˈnænsɪə]	финансист
builder	[ˈbɪldə]	строитель
nurse	[nɜːs]	медсестра
secretary	[ˈsɛkrət(ə)rɪ]	секретарь
vet	[vɛt]	ветеринар
scientist	[ˈsaɪəntɪst]	ученый
dentist	[ˈdɛntɪst]	зубной врач
writer	[ˈraɪtə]	писатель
musician	[mjuːˈzɪʃ(ə)n]	музыкант
actor	[ˈæktə]	актер
artist	[ˈɑːtɪst]	художник
singer	[ˈsɪŋə]	певец
stylist	[ˈstaɪlɪst]	стилист
barber	[ˈbɑːbə]	парикмахер (муж)
hairdresser	[ˈhɛəˌdrɛsə]	парикмахер (жен)
photographer	[fəˈtɒɡrəfə]	фотограф
journalist	[ˈdʒɜːn(ə)lɪst]	журналист
composer	[kəmˈpəʊzə]	композитор
courier	[ˈkʊrɪə]	курьер
shop assistant	[ˈʃɒpəˌsɪstənt]	продавец
guide	[ɡaɪd]	экскурсовод
designer	[dɪˈzaɪnə]	конструктор, проектировщик
programmer	[ˈprəʊɡræmə]	программист
architect	[ˈɑːkɪtɛkt]	архитектор
coach	[kəʊtʃ]	тренер
athlete	[ˈæθliːt]	спортсмен
barman	[ˈbɑːmən]	бармен
bodyguard	[ˈbɒdɪɡɑːd]	телохранитель
cashier	[kəˈʃɪə]	кассир
cleaner	[ˈkliːnə]	уборщица
cook	[kʊk]	повар
electrician	[ɪˌlɛkˈtrɪʃ(ə)n]	электрик
plumber	[ˈplʌmə]	сантехник
librarian	[lʌɪˈbrɛːrɪən]	библиотекарь
doctor	[ˈdɒktə]	доктор, врач
policeman	[-pəˈliːsmən]	полицейский
fireman	[-ˈfaɪəmən]	пожарный
military (man)	[ˈmɪlɪt(ə)rɪ]	военнослужащий
politician	[ˌpɒlɪˈtɪʃ(ə)n]	политик
postman	[-ˈpəʊstmən]	почтальон
priest	[priːst]	священник
